"id","Moves_identifier","identifier","power","pp","accuracy","priority","Move_targets_identifier","Move_damage_classes_identifier","short_effect","effect","effect_chance","Move_meta_categories_identifier","Move_meta_ailments_identifier","min_hits","max_hits","min_turns","max_turns","drain","healing","crit_rate","ailment_chance","flinch_chance","stat_chance","flavor_text","stat_id","effectivity","flags","change"
418,"bullet-punch","steel","40",30,"100",1,"selected-pokemon","physical","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user strikes the target
with tough punches as fast as bullets.
This move always goes first.",,,,
419,"avalanche","ice","60",10,"100",-4,"selected-pokemon","physical","Inflicts double damage if the user takes damage before attacking this turn.","Inflicts [regular damage]{mechanic:regular-damage}.  If the target damaged the user this turn and was the last to do so, this move has double power.

[]{move:pain-split} does not count as damaging the user.",,"damage","none",,,,,0,0,0,0,0,0,"An attack move that inflicts double the
damage if the user has been hurt by the
target in the same turn.",,,,
420,"ice-shard","ice","40",30,"100",1,"selected-pokemon","physical","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user flash-freezes chunks of
ice and hurls them at the target.
This move always goes first.",,,,
421,"shadow-claw","ghost","70",15,"100",0,"selected-pokemon","physical","Has an increased chance for a critical hit.","Inflicts [regular damage]{mechanic:regular-damage}.  User's [critical hit]{mechanic:critical-hit} rate is one level higher when using this move.",,"damage","none",,,,,0,0,1,0,0,0,"The user slashes with a sharp claw made
from shadows.
Critical hits land more easily.",,,,
422,"thunder-fang","electric","65",15,"95",0,"selected-pokemon","physical","Has a $effect_chance% chance to paralyze the target and a $effect_chance% chance to make the target flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target and a separate $effect_chance% chance to make the target [flinch]{mechanic:flinch}.","10","damage+ailment","paralysis",,,,,0,0,0,10,10,0,"The user bites with electrified fangs.
This may also make the target flinch or
leave it with paralysis.",,,,
423,"ice-fang","ice","65",15,"95",0,"selected-pokemon","physical","Has a $effect_chance% chance to freeze the target and a $effect_chance% chance to make the target flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [freeze]{mechanic:freeze} the target and a separate $effect_chance% chance to make the target [flinch]{mechanic:flinch}.","10","damage+ailment","freeze",,,,,0,0,0,10,10,0,"The user bites with cold-infused fangs.
This may also make the target flinch or
leave it frozen.",,,,
424,"fire-fang","fire","65",15,"95",0,"selected-pokemon","physical","Has a $effect_chance% chance to [burn]{mechanic:burn} the target and a $effect_chance% chance to make the target flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target and a separate $effect_chance% chance to make the target [flinch]{mechanic:flinch}.","10","damage+ailment","burn",,,,,0,0,0,10,10,0,"The user bites with flame-cloaked fangs.
This may also make the target flinch or leave
it with a burn.",,,,
425,"shadow-sneak","ghost","40",30,"100",1,"selected-pokemon","physical","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user extends its shadow and attacks
the target from behind.
This move always goes first.",,,,
426,"mud-bomb","ground","65",10,"85",0,"selected-pokemon","special","Has a $effect_chance% chance to lower the target's accuracy by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}.","30","damage+lower","none",,,,,0,0,0,0,0,30,"The user launches a hard-packed
mud ball to attack.
This may also lower the target’s accuracy.","7",,,"-1"
427,"psycho-cut","psychic","70",20,"100",0,"selected-pokemon","physical","Has an increased chance for a critical hit.","Inflicts [regular damage]{mechanic:regular-damage}.  User's [critical hit]{mechanic:critical-hit} rate is one level higher when using this move.",,"damage","none",,,,,0,0,1,0,0,0,"The user tears at the target with blades
formed by psychic power.
Critical hits land more easily.",,,,
428,"zen-headbutt","psychic","80",15,"90",0,"selected-pokemon","physical","Has a $effect_chance% chance to make the target flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to make the target []{mechanic:flinch}.","20","damage","none",,,,,0,0,0,0,20,0,"The user focuses its willpower to its head
and attacks the target.
This may also make the target flinch.",,,,
429,"mirror-shot","steel","65",10,"85",0,"selected-pokemon","special","Has a $effect_chance% chance to lower the target's accuracy by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}.","30","damage+lower","none",,,,,0,0,0,0,0,30,"The user lets loose a flash of energy at
the target from its polished body.
This may also lower the target’s accuracy.","7",,,"-1"
430,"flash-cannon","steel","80",10,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage}.","10","damage+lower","none",,,,,0,0,0,0,0,10,"The user gathers all its light energy and
releases it at once. This may also lower the
target’s Sp. Def stat.","5",,,"-1"
431,"rock-climb","normal","90",20,"85",0,"selected-pokemon","physical","Has a $effect_chance% chance to confuse the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [confuse]{mechanic:confuse} the target.","20","damage+ailment","confusion",,,"2","5",0,0,0,20,0,0,"The user attacks the target by smashing
into it with incredible force.
This may also confuse the target.",,,,
432,"defog","flying",,15,,0,"selected-pokemon","status","Lowers the target's evasion by one stage.  Removes field effects from the enemy field.","Lowers the target's [evasion]{mechanic:evasion} by one [stage]{mechanic:stage}.  Clears away fog.  Removes the effects of []{move:mist}, []{move:light-screen}, []{move:reflect}, []{move:safeguard}, []{move:spikes}, []{move:stealth-rock}, and []{move:toxic",,"unique","none",,,,,0,0,0,0,0,0,"A strong wind blows away the target’s
barriers such as Reflect or Light Screen.
This also lowers the target’s evasiveness.",,,,
433,"trick-room","psychic",,5,,-7,"entire-field","status","For five turns, slower Pokémon will act before faster Pokémon.","For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.

Pokémon holding []{item:full-incense}, []{item:lagging-tail},",,"whole-field-effect","none",,,,,0,0,0,0,0,0,"The user creates a bizarre area in which
slower Pokémon get to move first for
five turns.",,,,
434,"draco-meteor","dragon","130",5,"90",0,"selected-pokemon","special","Lowers the user's Special Attack by two stages after inflicting damage.","Inflicts [regular damage]{mechanic:regular-damage}, then lowers the user's [Special Attack]{mechanic:special-attack} by two [stages]{mechanic:stage}.","100","damage+raise","none",,,,,0,0,0,0,0,100,"Comets are summoned down from the sky
onto the target. The attack’s recoil
harshly lowers the user’s Sp. Atk stat.","4",,,"-2"
435,"discharge","electric","80",15,"100",0,"all-other-pokemon","special","Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target.","30","damage+ailment","paralysis",,,,,0,0,0,30,0,0,"The user strikes everything around it
by letting loose a flare of electricity.
This may also cause paralysis.",,,,
436,"lava-plume","fire","80",15,"100",0,"all-other-pokemon","special","Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","30","damage+ailment","burn",,,,,0,0,0,30,0,0,"The user torches everything around it
with an inferno of scarlet flames.
This may also leave those hit with a burn.",,,,
437,"leaf-storm","grass","130",5,"90",0,"selected-pokemon","special","Lowers the user's Special Attack by two stages after inflicting damage.","Inflicts [regular damage]{mechanic:regular-damage}, then lowers the user's [Special Attack]{mechanic:special-attack} by two [stages]{mechanic:stage}.","100","damage+raise","none",,,,,0,0,0,0,0,100,"The user whips up a storm of leaves around
the target. The attack’s recoil harshly
lowers the user’s Sp. Atk stat.","4",,,"-2"
438,"power-whip","grass","120",10,"85",0,"selected-pokemon","physical","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user violently whirls its vines or
tentacles to harshly lash the target.",,,,
439,"rock-wrecker","rock","150",5,"90",0,"selected-pokemon","physical","User foregoes its next turn to recharge.","Inflicts [regular damage]{mechanic:regular-damage}.  User loses its next turn to ""recharge"", and cannot attack or [switch]{mechanic:switch} out during that turn.",,"damage","none",,,,,0,0,0,0,0,0,"The user launches a huge boulder at the
target to attack.
The user can’t move on the next turn.",,,,
440,"cross-poison","poison","70",20,"100",0,"selected-pokemon","physical","Has an increased chance for a critical hit and a $effect_chance% chance to poison the target.","Inflicts [regular damage]{mechanic:regular-damage}.  User's [critical hit]{mechanic:critical-hit} rate is one level higher when using this move. Has a $effect_chance% chance to [poison]{mechanic:poison} the target.","10","damage+ailment","poison",,,,,0,0,1,10,0,0,"A slashing attack with a poisonous blade
that may also poison the target.
Critical hits land more easily.",,,,
441,"gunk-shot","poison","120",5,"80",0,"selected-pokemon","physical","Has a $effect_chance% chance to [poison]{mechanic:poison} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [poison]{mechanic:poison} the target.","30","damage+ailment","poison",,,,,0,0,0,30,0,0,"The user shoots filthy garbage
at the target to attack.
This may also poison the target.",,,,
442,"iron-head","steel","80",15,"100",0,"selected-pokemon","physical","Has a $effect_chance% chance to make the target flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to make the target []{mechanic:flinch}.","30","damage","none",,,,,0,0,0,0,30,0,"The user slams the target
with its steel-hard head.
This may also make the target flinch.",,,,
443,"magnet-bomb","steel","60",20,,0,"selected-pokemon","physical","Never misses.","Inflicts [regular damage]{mechanic:regular-damage}.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.",,"damage","none",,,,,0,0,0,0,0,0,"The user launches steel bombs that
stick to the target.
This attack never misses.",,,,
444,"stone-edge","rock","100",5,"80",0,"selected-pokemon","physical","Has an increased chance for a critical hit.","Inflicts [regular damage]{mechanic:regular-damage}.  User's [critical hit]{mechanic:critical-hit} rate is one level higher when using this move.",,"damage","none",,,,,0,0,1,0,0,0,"The user stabs the target with
sharpened stones from below.
Critical hits land more easily.",,,,
445,"captivate","normal",,20,"100",0,"all-opponents","status","Lowers the target's Special Attack by two stages if it's the opposite gender.","Lowers the target's [Special Attack]{mechanic:special-attack} by two [stages]{mechanic:stage}.  If the user and target are the same gender, or either is genderless, this move will [fail]{mechanic:fail}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"If any opposing Pokémon is the opposite
gender of the user, it is charmed, which
harshly lowers its Sp. Atk stat.","4",,,"-2"
